date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2/29/2000,Barbados,Antigua and Barbuda,2,2,Friendly,Bridgetown,Barbados,FALSE
2/29/2000,El Salvador,Panama,3,1,Friendly,San Salvador,El Salvador,FALSE
2/29/2000,Uzbekistan,Mongolia,8,1,Friendly,Tashkent,Uzbekistan,FALSE
3/1/2000,Zambia,Lesotho,2,0,Friendly,Lusaka,Zambia,FALSE
3/4/2000,Honduras,Nicaragua,3,0,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
3/4/2000,Trinidad and Tobago,Curaçao,5,0,FIFA World Cup qualification,Macoya,Trinidad and Tobago,FALSE
3/5/2000,Anguilla,Bahamas,1,3,FIFA World Cup qualification,The Valley,Anguilla,FALSE
3/5/2000,Barbados,Grenada,2,2,FIFA World Cup qualification,Bridgetown,Barbados,FALSE
3/5/2000,Bolivia,Haiti,9,2,Friendly,La Paz,Bolivia,FALSE
3/5/2000,British Virgin Islands,Bermuda,1,5,FIFA World Cup qualification,Road Town,British Virgin Islands,FALSE
3/5/2000,Cuba,Cayman Islands,4,0,FIFA World Cup qualification,Havana,Cuba,FALSE
3/5/2000,Dominican Republic,Montserrat,3,0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,FALSE
3/5/2000,El Salvador,Belize,5,0,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
3/5/2000,Ethiopia,Sudan,1,0,Friendly,Addis Abeba,Ethiopia,FALSE
3/5/2000,St. Lucia,Suriname,1,0,FIFA World Cup qualification,Castries,St. Lucia,FALSE
3/5/2000,St. Vincent and the Grenadines,Virgin Islands,9,0,FIFA World Cup qualification,Kingstown,St. Vincent and the Grenadines,FALSE
3/5/2000,Zimbabwe,Lesotho,2,1,COSAFA Cup,Harare,Zimbabwe,FALSE
3/6/2000,Syria,Jordan,0,0,Friendly,Damascus,Syria,FALSE
3/8/2000,Ecuador,Honduras,1,3,Friendly,Quito,Ecuador,FALSE
3/8/2000,Jordan,Lebanon,1,1,Friendly,Amman,Jordan,FALSE
3/9/2000,Cuba,Nicaragua,4,0,Friendly,Havana,Cuba,FALSE
3/10/2000,Qatar,Sudan,3,0,Friendly,Doha,Qatar,FALSE
3/11/2000,Aruba,Puerto Rico,4,2,FIFA World Cup qualification,Oranjestad,Aruba,FALSE
3/11/2000,Haiti,Dominica,4,0,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE
3/11/2000,Jordan,Bosnia-Herzegovina,0,0,Friendly,Zarqa,Jordan,FALSE
3/12/2000,USA,Tunisia,1,1,Friendly,Birmingham,USA,FALSE
3/12/2000,Zambia,Malawi,1,1,Friendly,Kitwe,Zambia,FALSE
3/13/2000,Jordan,Syria,0,0,Friendly,Amman,Jordan,FALSE
3/13/2000,Zambia,Malawi,0,1,Friendly,Lusaka,Zambia,FALSE
3/15/2000,Japan,China,0,0,Friendly,Kobe,Japan,FALSE
3/15/2000,Jordan,Bosnia-Herzegovina,1,2,Friendly,Zarqa,Jordan,FALSE
3/16/2000,Venezuela,Bolivia,0,0,Friendly,Maracaibo,Venezuela,FALSE
3/17/2000,Jordan,Syria,0,0,Friendly,Amman,Jordan,FALSE
3/18/2000,Curaçao,Trinidad and Tobago,1,1,FIFA World Cup qualification,Willemstad,Netherlands Antilles,TRUE
3/18/2000,Grenada,Barbados,2,3,FIFA World Cup qualification,St. George's,Grenada,FALSE
3/18/2000,Puerto Rico,Aruba,2,2,FIFA World Cup qualification,San Juan,Puerto Rico,FALSE
3/18/2000,St. Kitts and Nevis,Turks and Caicos Islands,8,0,FIFA World Cup qualification,Basseterre,St. Kitts and Nevis,FALSE
3/19/2000,Bahamas,Anguilla,2,1,FIFA World Cup qualification,Nassau,Bahamas,FALSE
3/19/2000,Belize,Guatemala,1,2,FIFA World Cup qualification,San Pedro Sula,Honduras,TRUE
3/19/2000,Bermuda,British Virgin Islands,9,0,FIFA World Cup qualification,Hamilton,Bermuda,FALSE
3/19/2000,Botswana,Swaziland,3,0,Friendly,Gaborone,Botswana,FALSE
3/19/2000,Cayman Islands,Cuba,0,0,FIFA World Cup qualification,George Town,Cayman Islands,FALSE
3/19/2000,Dominica,Haiti,1,3,FIFA World Cup qualification,Roseau,Dominica,FALSE
3/19/2000,Montserrat,Dominican Republic,1,3,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,TRUE
3/19/2000,Nicaragua,Panama,0,2,FIFA World Cup qualification,Diriamba,Nicaragua,FALSE
3/19/2000,Suriname,St. Lucia,1,0,FIFA World Cup qualification,Paramaribo,Suriname,FALSE
3/19/2000,Virgin Islands,St. Vincent and the Grenadines,1,5,FIFA World Cup qualification,Frederiksted,Virgin Islands,FALSE
3/20/2000,Bahrain,Kazakhstan,0,1,Friendly,Manama,Bahrain,FALSE
3/21/2000,Namibia,Zimbabwe,2,1,Friendly,Windhoek,Namibia,FALSE
3/21/2000,St. Kitts and Nevis,Turks and Caicos Islands,6,0,FIFA World Cup qualification,Basseterre,St. Kitts and Nevis,FALSE
3/22/2000,Bahrain,Qatar,1,0,Friendly,Manama,Bahrain,FALSE
3/22/2000,Chile,Honduras,5,2,Friendly,Santiago,Chile,FALSE
3/22/2000,Cyprus,Iran,0,0,Friendly,Nicosia,Cyprus,FALSE
3/24/2000,Gambia,Mauritania,0,0,Friendly,Banjul,Gambia,FALSE
3/25/2000,Bahrain,Jordan,1,1,Friendly,Manama,Bahrain,FALSE
3/25/2000,Malaysia,Taiwan,3,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,FALSE
3/25/2000,Tanzania,Malawi,1,1,Friendly,Morogoro,Tanzania,FALSE
3/25/2000,Thailand,Korea DPR,0,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE
3/25/2000,Zambia,Botswana,3,0,COSAFA Cup,Lusaka,Zambia,FALSE
3/26/2000,Tanzania,Malawi,4,3,Friendly,Dar es Salaam,Tanzania,FALSE
3/27/2000,Malaysia,Korea DPR,1,1,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,FALSE
3/27/2000,Thailand,Taiwan,2,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE
3/28/2000,Colombia,Brazil,0,0,FIFA World Cup qualification,Bogotá,Colombia,FALSE
3/28/2000,El Salvador,Haiti,3,1,Friendly,San Salvador,El Salvador,FALSE
3/28/2000,Malta,Northern Ireland,0,3,Friendly,Attard,Malta,FALSE
3/28/2000,Serbia,China,1,0,Friendly,Belgrade,Yugoslavia,FALSE
3/29/2000,Argentina,Chile,4,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
3/29/2000,Austria,Sweden,1,1,Friendly,Graz,Austria,FALSE
3/29/2000,Belgium,Netherlands,2,2,Friendly,Brussels,Belgium,FALSE
3/29/2000,Bosnia-Herzegovina,Macedonia,1,0,Friendly,Zenica,Bosnia-Herzegovina,FALSE
3/29/2000,Bulgaria,Belarus,4,1,Friendly,Sofia,Bulgaria,FALSE
3/29/2000,Croatia,Germany,1,1,Friendly,Zagreb,Croatia,FALSE
3/29/2000,Czech Republic,Australia,3,1,Friendly,Teplice,Czech Republic,FALSE
3/29/2000,Ecuador,Venezuela,2,0,FIFA World Cup qualification,Quito,Ecuador,FALSE
3/29/2000,Greece,Romania,2,0,Friendly,Athens,Greece,FALSE
3/29/2000,Hungary,Poland,0,0,Friendly,Debrecen,Hungary,FALSE
3/29/2000,Israel,Georgia,1,1,Friendly,Ashkelon,Israel,FALSE
3/29/2000,Malaysia,Thailand,3,2,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,FALSE
3/29/2000,Peru,Paraguay,2,0,FIFA World Cup qualification,Lima,Peru,FALSE
3/29/2000,Portugal,Denmark,2,1,Friendly,Leiria,Portugal,FALSE
3/29/2000,Scotland,France,0,2,Friendly,Glasgow,Scotland,FALSE
3/29/2000,Spain,Italy,2,0,Friendly,Barcelona,Spain,FALSE
3/29/2000,Switzerland,Norway,2,2,Friendly,Lugano,Switzerland,FALSE
3/29/2000,Uruguay,Bolivia,1,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
3/29/2000,Wales,Finland,1,2,Friendly,Cardiff,Wales,FALSE
3/31/2000,Gambia,Mauritania,0,0,Friendly,Banjul,Gambia,FALSE
3/31/2000,Jordan,Kazakhstan,0,1,AFC Asian Cup qualification,Doha,Qatar,TRUE
3/31/2000,Maldives,Iran,0,8,AFC Asian Cup qualification,Damascus,Syria,TRUE
3/31/2000,Qatar,Palestine,1,0,AFC Asian Cup qualification,Doha,Qatar,FALSE
3/31/2000,Syria,Bahrain,1,0,AFC Asian Cup qualification,Damascus,Syria,FALSE
4/1/2000,Aruba,Barbados,1,3,FIFA World Cup qualification,Oranjestad,Aruba,FALSE
4/1/2000,Haiti,Bahamas,9,0,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE
4/1/2000,Zambia,Kenya,1,0,Friendly,Lusaka,Zambia,FALSE
4/2/2000,Bahrain,Maldives,4,1,AFC Asian Cup qualification,Damascus,Syria,TRUE
4/2/2000,Cuba,Suriname,1,0,FIFA World Cup qualification,Havana,Cuba,FALSE
4/2/2000,Guatemala,El Salvador,0,1,FIFA World Cup qualification,Guatemala,Guatemala,FALSE
4/2/2000,Palestine,Pakistan,2,0,AFC Asian Cup qualification,Doha,Qatar,TRUE
4/2/2000,Panama,Honduras,1,0,FIFA World Cup qualification,Panama City,Panama,FALSE
4/2/2000,Qatar,Kazakhstan,3,1,AFC Asian Cup qualification,Doha,Qatar,FALSE
4/2/2000,Syria,Iran,0,1,AFC Asian Cup qualification,Damascus,Syria,FALSE
4/2/2000,Trinidad and Tobago,Dominican Republic,3,0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
4/4/2000,Bahrain,Iran,1,0,AFC Asian Cup qualification,Damascus,Syria,TRUE
4/4/2000,Malaysia,Taiwan,2,3,AFC Asian Cup qualification,Bangkok,Thailand,TRUE
4/4/2000,Palestine,Jordan,1,5,AFC Asian Cup qualification,Doha,Qatar,TRUE
4/4/2000,Qatar,Pakistan,5,0,AFC Asian Cup qualification,Doha,Qatar,FALSE
4/4/2000,Syria,Maldives,2,1,AFC Asian Cup qualification,Damascus,Syria,FALSE
4/4/2000,Thailand,Korea DPR,5,3,AFC Asian Cup qualification,Bangkok,Thailand,FALSE
4/5/2000,Burma,Mongolia,2,0,AFC Asian Cup qualification,Seoul,Korea Republic,TRUE
4/5/2000,Korea Republic,Laos,9,0,AFC Asian Cup qualification,Seoul,Korea Republic,FALSE
4/6/2000,Kazakhstan,Palestine,2,0,AFC Asian Cup qualification,Doha,Qatar,TRUE
4/6/2000,Malaysia,Korea DPR,1,4,AFC Asian Cup qualification,Bangkok,Thailand,TRUE
4/6/2000,Pakistan,Jordan,0,5,AFC Asian Cup qualification,Doha,Qatar,TRUE
4/6/2000,Thailand,Taiwan,1,0,AFC Asian Cup qualification,Bangkok,Thailand,FALSE
4/7/2000,Burma,Laos,4,0,AFC Asian Cup qualification,Seoul,Korea Republic,TRUE
4/7/2000,Djibouti,Congo DR,1,1,FIFA World Cup qualification,Djibouti,Djibouti,FALSE
4/7/2000,Korea Republic,Mongolia,6,0,AFC Asian Cup qualification,Seoul,Korea Republic,FALSE
4/7/2000,Mauritania,Tunisia,1,2,FIFA World Cup qualification,Nouakchott,Mauritania,FALSE
4/8/2000,Botswana,Zambia,0,1,FIFA World Cup qualification,Gaborone,Botswana,FALSE
4/8/2000,Fiji,Papua New Guinea,5,0,Oceania Nations Cup qualification,Suva,Fiji,FALSE
4/8/2000,Guinea-Bissau,Togo,0,0,FIFA World Cup qualification,Bissau,Guinea-Bissau,FALSE
4/8/2000,Madagascar,Gabon,2,0,FIFA World Cup qualification,Antananarivo,Madagascar,FALSE
4/8/2000,Malawi,Kenya,2,0,FIFA World Cup qualification,Blantyre,Malawi,FALSE
4/8/2000,New Caledonia,Solomon Islands,4,2,Oceania Nations Cup qualification,Suva,Fiji,TRUE
4/8/2000,Pakistan,Kazakhstan,0,4,AFC Asian Cup qualification,Doha,Qatar,TRUE
4/8/2000,Qatar,Jordan,2,2,AFC Asian Cup qualification,Doha,Qatar,FALSE
4/8/2000,São Tomé and Príncipe,Sierra Leone,2,0,FIFA World Cup qualification,São Tomé,São Tomé and Príncipe,FALSE
4/8/2000,Seychelles,Namibia,1,1,FIFA World Cup qualification,Victoria,Seychelles,FALSE
4/8/2000,Tanzania,Ghana,0,1,FIFA World Cup qualification,Arusha,Tanzania,FALSE
4/8/2000,Thailand,Malaysia,3,2,AFC Asian Cup qualification,Bangkok,Thailand,FALSE
4/8/2000,Uganda,Guinea,4,4,FIFA World Cup qualification,Kampala,Uganda,FALSE
4/9/2000,Benin,Senegal,1,1,FIFA World Cup qualification,Cotonou,Benin,FALSE
4/9/2000,Cape Verde,Algeria,0,0,FIFA World Cup qualification,Mindelo,Cape Verde,FALSE
4/9/2000,Central African Republic,Zimbabwe,0,1,FIFA World Cup qualification,Bangui,Central African Republic,FALSE
4/9/2000,Chad,Liberia,0,1,FIFA World Cup qualification,N'Djamena,Chad,FALSE
4/9/2000,Equatorial Guinea,Congo,1,3,FIFA World Cup qualification,Malabo,Equatorial Guinea,FALSE
4/9/2000,Eritrea,Nigeria,0,0,FIFA World Cup qualification,Asmara,Eritrea,FALSE
4/9/2000,Ethiopia,Burkina Faso,2,1,FIFA World Cup qualification,Addis Abeba,Ethiopia,FALSE
4/9/2000,Gambia,Morocco,0,1,FIFA World Cup qualification,Bakau,Gambia,FALSE
4/9/2000,Iran,Bahrain,3,0,AFC Asian Cup qualification,Teheran,Iran,FALSE
4/9/2000,Korea Republic,Burma,4,0,AFC Asian Cup qualification,Seoul,Korea Republic,FALSE
4/9/2000,Laos,Mongolia,2,1,AFC Asian Cup qualification,Seoul,Korea Republic,TRUE
4/9/2000,Lesotho,South Africa,0,2,FIFA World Cup qualification,Maseru,Lesotho,FALSE
4/9/2000,Libya,Mali,3,0,FIFA World Cup qualification,Tripoli,Libya,FALSE
4/9/2000,Rwanda,Ivory Coast,2,2,FIFA World Cup qualification,Kigali,Rwanda,FALSE
4/9/2000,Sudan,Mozambique,1,0,FIFA World Cup qualification,Omdurman,Sudan,FALSE
4/9/2000,Swaziland,Angola,0,1,FIFA World Cup qualification,Lobamba,Swaziland,FALSE
4/9/2000,Syria,Maldives,2,1,AFC Asian Cup qualification,Teheran,Iran,TRUE
4/10/2000,Fiji,New Caledonia,2,1,Oceania Nations Cup qualification,Suva,Fiji,FALSE
4/10/2000,Solomon Islands,Vanuatu,2,1,Oceania Nations Cup qualification,Suva,Fiji,TRUE
4/11/2000,Bahrain,Maldives,1,0,AFC Asian Cup qualification,Teheran,Iran,TRUE
4/11/2000,Fiji,Vanuatu,4,1,Oceania Nations Cup qualification,Suva,Fiji,FALSE
4/11/2000,Iran,Syria,1,1,AFC Asian Cup qualification,Teheran,Iran,FALSE
4/11/2000,New Caledonia,Papua New Guinea,6,1,Oceania Nations Cup qualification,Suva,Fiji,TRUE
4/12/2000,Ethiopia,Congo DR,1,2,Friendly,Addis Abeba,Ethiopia,FALSE
4/13/2000,Bahrain,Syria,0,1,AFC Asian Cup qualification,Teheran,Iran,TRUE
4/13/2000,Iran,Maldives,3,0,AFC Asian Cup qualification,Teheran,Iran,FALSE
4/13/2000,Solomon Islands,Papua New Guinea,4,2,Oceania Nations Cup qualification,Suva,Fiji,TRUE
4/13/2000,Vanuatu,New Caledonia,6,0,Oceania Nations Cup qualification,Suva,Fiji,TRUE
4/15/2000,Fiji,Solomon Islands,2,2,Oceania Nations Cup qualification,Suva,Fiji,FALSE
4/15/2000,Malawi,Mozambique,2,1,COSAFA Cup,Blantyre,Malawi,FALSE
4/15/2000,Papua New Guinea,Vanuatu,1,4,Oceania Nations Cup qualification,Suva,Fiji,TRUE
4/16/2000,Antigua and Barbuda,Bermuda,0,0,FIFA World Cup qualification,St. John's,Antigua and Barbuda,FALSE
4/16/2000,Bahamas,Haiti,0,4,FIFA World Cup qualification,Nassau,Bahamas,FALSE
4/16/2000,Barbados,Aruba,4,0,FIFA World Cup qualification,Bridgetown,Barbados,FALSE
4/16/2000,Belize,El Salvador,1,3,FIFA World Cup qualification,Orange Walk,Belize,FALSE
4/16/2000,Dominican Republic,Trinidad and Tobago,0,1,FIFA World Cup qualification,San Cristóbal,Dominican Republic,FALSE
4/16/2000,Nicaragua,Honduras,0,1,FIFA World Cup qualification,Diriamba,Nicaragua,FALSE
4/16/2000,St. Vincent and the Grenadines,St. Kitts and Nevis,1,0,FIFA World Cup qualification,Kingstown,St. Vincent and the Grenadines,FALSE
4/16/2000,Suriname,Cuba,0,0,FIFA World Cup qualification,Paramaribo,Suriname,FALSE
4/16/2000,Uganda,Kenya,2,2,Friendly,Kampala,Uganda,FALSE
4/19/2000,Cameroon,Somalia,3,0,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE
4/19/2000,Mali,Burkina Faso,2,1,Friendly,Bamako,Mali,FALSE
4/20/2000,Egypt,Mauritius,2,0,FIFA World Cup qualification,Cairo,Egypt,FALSE
4/21/2000,Algeria,Cape Verde,2,0,FIFA World Cup qualification,Annaba,Algeria,FALSE
4/22/2000,Gabon,Madagascar,1,0,FIFA World Cup qualification,Libreville,Gabon,FALSE
4/22/2000,Kenya,Malawi,0,0,FIFA World Cup qualification,Nairobi,Kenya,FALSE
4/22/2000,Morocco,Gambia,2,0,FIFA World Cup qualification,Casablanca,Morocco,FALSE
4/22/2000,Namibia,Seychelles,3,0,FIFA World Cup qualification,Windhoek,Namibia,FALSE
4/22/2000,Nigeria,Eritrea,4,0,FIFA World Cup qualification,Lagos,Nigeria,FALSE
4/22/2000,Sierra Leone,São Tomé and Príncipe,4,0,FIFA World Cup qualification,Freetown,Sierra Leone,FALSE
4/22/2000,South Africa,Lesotho,1,0,FIFA World Cup qualification,Bloemfontein,South Africa,FALSE
4/22/2000,St. Kitts and Nevis,St. Vincent and the Grenadines,1,2,FIFA World Cup qualification,Basseterre,St. Kitts and Nevis,FALSE
4/22/2000,Tunisia,Mauritania,3,0,FIFA World Cup qualification,Tunis,Tunisia,FALSE
4/22/2000,Zambia,Botswana,1,0,FIFA World Cup qualification,Lusaka,Zambia,FALSE
4/23/2000,Angola,Swaziland,7,1,FIFA World Cup qualification,Luanda,Angola,FALSE
4/23/2000,Bermuda,Antigua and Barbuda,1,1,FIFA World Cup qualification,Hamilton,Bermuda,FALSE
4/23/2000,Burkina Faso,Ethiopia,3,0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE
4/23/2000,Cameroon,Somalia,3,0,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE
4/23/2000,Congo,Equatorial Guinea,2,1,FIFA World Cup qualification,Pointe-Noire,Congo,FALSE
4/23/2000,Congo DR,Djibouti,9,1,FIFA World Cup qualification,Kinshasa,Congo DR,FALSE
4/23/2000,Egypt,Mauritius,4,2,FIFA World Cup qualification,Alexandria,Egypt,FALSE
4/23/2000,Ghana,Tanzania,3,2,FIFA World Cup qualification,Accra,Ghana,FALSE
4/23/2000,Guinea,Uganda,3,0,FIFA World Cup qualification,Conakry,Guinea,FALSE
4/23/2000,Ivory Coast,Rwanda,2,0,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
4/23/2000,Liberia,Chad,0,0,FIFA World Cup qualification,Paynesville,Liberia,FALSE
4/23/2000,Mali,Libya,3,1,FIFA World Cup qualification,Bamako,Mali,FALSE
4/23/2000,Mozambique,Sudan,2,1,FIFA World Cup qualification,Maputo,Mozambique,FALSE
4/23/2000,Senegal,Benin,1,0,FIFA World Cup qualification,Dakar,Senegal,FALSE
4/23/2000,Togo,Guinea-Bissau,3,0,FIFA World Cup qualification,Lomé,Togo,FALSE
4/23/2000,Zimbabwe,Central African Republic,3,1,FIFA World Cup qualification,Harare,Zimbabwe,FALSE
4/25/2000,Hong Kong,China,0,1,Friendly,Victoria,Hong Kong,FALSE
4/26/2000,Andorra,Belarus,2,0,Friendly,Sant Julià de Lòria,Andorra,FALSE
4/26/2000,Armenia,Georgia,0,0,Friendly,Yerevan,Armenia,FALSE
4/26/2000,Austria,Croatia,1,2,Friendly,Vienna,Austria,FALSE
4/26/2000,Bolivia,Colombia,1,1,FIFA World Cup qualification,La Paz,Bolivia,FALSE
4/26/2000,Brazil,Ecuador,3,2,FIFA World Cup qualification,São Paulo,Brazil,FALSE
4/26/2000,Bulgaria,Ukraine,0,1,Friendly,Sofia,Bulgaria,FALSE
4/26/2000,Chile,Peru,1,1,FIFA World Cup qualification,Santiago,Chile,FALSE
4/26/2000,Czech Republic,Israel,4,1,Friendly,Prague,Czech Republic,FALSE
4/26/2000,Denmark,Sweden,0,1,Friendly,Copenhagen,Denmark,FALSE
4/26/2000,France,Slovenia,3,2,Friendly,Saint-Denis,France,FALSE
4/26/2000,Germany,Switzerland,1,1,Friendly,Kaiserslautern,Germany,FALSE
4/26/2000,Ireland,Greece,0,1,Friendly,Dublin,Ireland,FALSE
4/26/2000,Italy,Portugal,2,0,Friendly,Reggio di Calabria,Italy,FALSE
4/26/2000,Korea Republic,Japan,1,0,Friendly,Seoul,Korea Republic,FALSE
4/26/2000,Liechtenstein,Faroe Islands,0,1,Friendly,Vaduz,Liechtenstein,FALSE
4/26/2000,Lithuania,Latvia,2,1,Baltic Cup,Kaunas,Lithuania,FALSE
4/26/2000,Luxembourg,Estonia,1,1,Friendly,Luxembourg,Luxembourg,FALSE
4/26/2000,Macedonia,Albania,1,0,Friendly,Prilep,Macedonia,FALSE
4/26/2000,Netherlands,Scotland,0,0,Friendly,Arnhem,Netherlands,FALSE
4/26/2000,Northern Ireland,Hungary,0,1,Friendly,Belfast,Northern Ireland,FALSE
4/26/2000,Norway,Belgium,0,2,Friendly,Oslo,Norway,FALSE
4/26/2000,Paraguay,Uruguay,1,0,FIFA World Cup qualification,Asunción,Paraguay,FALSE
4/26/2000,Poland,Finland,0,0,Friendly,Poznań,Poland,FALSE
4/26/2000,Romania,Cyprus,2,0,Friendly,Constanţa,Romania,FALSE
4/26/2000,Russia,USA,2,0,Friendly,Moscow,Russia,FALSE
4/26/2000,San Marino,Moldova,0,1,Friendly,Serravalle,San Marino,FALSE
4/26/2000,Venezuela,Argentina,0,4,FIFA World Cup qualification,Maracaibo,Venezuela,FALSE
4/29/2000,Antigua and Barbuda,Dominica,3,2,Friendly,Road Town,British Virgin Islands,TRUE
4/29/2000,British Virgin Islands,Sint Maarten,0,0,Friendly,Road Town,British Virgin Islands,FALSE
4/29/2000,South Africa,Mauritius,3,0,COSAFA Cup,Rustenburg,South Africa,FALSE
4/30/2000,British Virgin Islands,Antigua and Barbuda,1,1,Friendly,Road Town,British Virgin Islands,FALSE
4/30/2000,Dominica,Sint Maarten,3,1,Friendly,Road Town,British Virgin Islands,TRUE
5/1/2000,Jersey,Guernsey,1,0,Friendly,St. Helier,Jersey,FALSE
5/1/2000,Maldives,Sri Lanka,1,1,Friendly,Malé,Maldives,FALSE
5/2/2000,Bangladesh,India,1,1,Friendly,Malé,Maldives,TRUE
5/4/2000,Cape Verde,Gambia,1,1,Amílcar Cabral Cup,Praia,Cape Verde,FALSE
5/4/2000,Maldives,Bangladesh,1,1,Friendly,Malé,Maldives,FALSE
5/5/2000,Guinea,Mali,3,1,Amílcar Cabral Cup,Praia,Cape Verde,TRUE
5/5/2000,Guinea-Bissau,Mauritania,1,0,Amílcar Cabral Cup,Praia,Cape Verde,TRUE
5/5/2000,India,Sri Lanka,0,1,Friendly,Malé,Maldives,TRUE
5/6/2000,Cape Verde,Sierra Leone,1,0,Amílcar Cabral Cup,Praia,Cape Verde,FALSE
5/6/2000,Gambia,Senegal,1,1,Amílcar Cabral Cup,Praia,Cape Verde,TRUE
5/7/2000,Bangladesh,Sri Lanka,0,1,Friendly,Malé,Maldives,TRUE
5/7/2000,Cuba,Barbados,1,1,FIFA World Cup qualification,Havana,Cuba,FALSE
5/7/2000,El Salvador,Guatemala,1,1,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
5/7/2000,Guinea,Mauritania,1,1,Amílcar Cabral Cup,Praia,Cape Verde,TRUE
5/7/2000,Honduras,Panama,3,1,FIFA World Cup qualification,Tegucigalpa,Honduras,FALSE
5/7/2000,Mali,Guinea-Bissau,3,2,Amílcar Cabral Cup,Praia,Cape Verde,TRUE
5/7/2000,Trinidad and Tobago,Haiti,3,1,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
5/8/2000,Cape Verde,Senegal,2,2,Amílcar Cabral Cup,Praia,Cape Verde,FALSE
5/8/2000,Gambia,Sierra Leone,2,2,Amílcar Cabral Cup,Praia,Cape Verde,TRUE
5/8/2000,Maldives,India,1,0,Friendly,Malé,Maldives,FALSE
5/9/2000,Guinea,Guinea-Bissau,2,1,Amílcar Cabral Cup,Praia,Cape Verde,TRUE
5/9/2000,Mali,Mauritania,2,2,Amílcar Cabral Cup,Praia,Cape Verde,TRUE
5/10/2000,Maldives,Sri Lanka,1,1,Friendly,Malé,Maldives,FALSE
5/11/2000,Cape Verde,Guinea,2,0,Amílcar Cabral Cup,Praia,Cape Verde,FALSE
5/11/2000,Senegal,Mali,2,2,Amílcar Cabral Cup,Praia,Cape Verde,TRUE
5/13/2000,Jordan,Lebanon,1,1,Friendly,Limassol,Cyprus,TRUE
5/14/2000,Cape Verde,Senegal,1,0,Amílcar Cabral Cup,Praia,Cape Verde,FALSE
5/14/2000,Guinea,Mali,2,0,Amílcar Cabral Cup,Praia,Cape Verde,TRUE
5/14/2000,Jamaica,Panama,0,1,Friendly,Montego Bay,Jamaica,FALSE
5/14/2000,Zimbabwe,Namibia,3,2,COSAFA Cup,Harare,Zimbabwe,FALSE
5/18/2000,Thailand,Uzbekistan,2,0,Friendly,Bangkok,Thailand,FALSE
5/19/2000,Guatemala,Belize,0,0,FIFA World Cup qualification,San Pedro Sula,Honduras,TRUE
5/19/2000,Haiti,Trinidad and Tobago,1,1,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE
5/20/2000,Malawi,Angola,0,0,COSAFA Cup,Blantyre,Malawi,FALSE
5/21/2000,Barbados,Cuba,1,1,FIFA World Cup qualification,Bridgetown,Barbados,FALSE
5/21/2000,Lebanon,Saudi Arabia,0,0,Friendly,Zahlé,Lebanon,FALSE
5/21/2000,Panama,Nicaragua,4,0,FIFA World Cup qualification,Panama City,Panama,FALSE
5/23/2000,Jordan,Kyrgyzstan,2,0,WAFF Championship,Amman,Jordan,FALSE
5/23/2000,Lebanon,Iraq,1,2,WAFF Championship,Amman,Jordan,TRUE
5/23/2000,Wales,Brazil,0,3,Friendly,Cardiff,Wales,FALSE
5/24/2000,Iran,Kazakhstan,3,0,WAFF Championship,Amman,Jordan,TRUE
5/24/2000,Slovakia,Saudi Arabia,1,1,Friendly,Nitra,Slovakia,FALSE
5/24/2000,Syria,Palestine,1,0,WAFF Championship,Amman,Jordan,TRUE
5/25/2000,China,Serbia,0,2,Friendly,Beijing,China,FALSE
5/25/2000,Jordan,Iraq,0,0,WAFF Championship,Amman,Jordan,FALSE
5/25/2000,Kyrgyzstan,Lebanon,0,2,WAFF Championship,Amman,Jordan,TRUE
5/26/2000,Algeria,Burkina Faso,2,0,Friendly,Algiers,Algeria,FALSE
5/26/2000,Kazakhstan,Syria,0,4,WAFF Championship,Amman,Jordan,TRUE
5/26/2000,Palestine,Iran,1,1,WAFF Championship,Amman,Jordan,TRUE
5/27/2000,Canada,Trinidad and Tobago,1,0,Friendly,Toronto,Canada,FALSE
5/27/2000,Cuba,Haiti,0,1,Friendly,Havana,Cuba,FALSE
5/27/2000,England,Brazil,1,1,Friendly,London,England,FALSE
5/27/2000,Iraq,Kyrgyzstan,4,0,WAFF Championship,Amman,Jordan,TRUE
